Order_ID,Date,Order_Time,Customer_ID,Customer_Type,Product,Category,Quantity,Unit_Price,Cost,Discount,Revenue,Profit,Payment_Method,Restaurant_Location
34,2025-07-02,21:27:00,CUSTOMER_269,Returning,Fish Soup,Seafood,2,10.0,5.61,15,17.0,5.78,Transfer,Mall
35,2024-06-24,13:47:00,CUSTOMER_320,VIP,Cheesecake,Desserts,2,6.11,3.83,0,12.22,4.56,Card,Downtown
36,2024-09-19,20:07:00,CUSTOMER_5,New,Flan,Desserts,5,4.44,2.51,0,22.2,9.65,Card,Mall
37,2025-07-16,19:54:00,CUSTOMER_115,New,Orange Juice,Drinks,3,3.89,2.14,20,9.34,2.92,Card,Mall
38,2025-09-18,20:37:00,CUSTOMER_529,VIP,Nachos,Appetizers,4,7.22,4.6,10,25.99,7.59,Cash,Mall
39,2025-08-21,18:14:00,CUSTOMER_40,New,Cheese Fries,Appetizers,1,6.67,3.94,15,5.67,1.73,Transfer,Beach
40,2025-02-16,21:33:00,CUSTOMER_384,VIP,Garlic Shrimp,Seafood,2,15.56,8.19,5,29.56,13.18,Cash,Mall
41,2025-04-11,18:00:00,CUSTOMER_135,Returning,Garlic Shrimp,Seafood,4,15.56,7.02,10,56.02,27.94,Card,Downtown
42,2025-07-31,16:15:00,CUSTOMER_874,VIP,Hamburger,Main Dishes,3,9.44,4.74,20,22.66,8.44,Card,Downtown
43,2025-07-07,10:37:00,CUSTOMER_886,New,Shrimp Tacos,Tacos,5,10.0,5.66,20,40.0,11.7,Cash,Mall
44,2025-03-16,13:32:00,CUSTOMER_115,Returning,Steak Tacos,Tacos,4,8.89,6.0,15,30.23,6.23,Card,Beach
45,2024-03-13,11:27:00,CUSTOMER_768,Returning,Nachos,Appetizers,4,7.22,3.27,15,24.55,11.47,Transfer,Beach
46,2024-10-11,17:21:00,CUSTOMER_877,Returning,Orange Juice,Drinks,3,3.89,2.24,20,9.34,2.62,Cash,Downtown
47,2025-08-06,14:28:00,CUSTOMER_2,VIP,Shrimp Cocktail,Seafood,3,12.78,6.84,20,30.67,10.15,Card,Mall
48,2024-07-21,22:56:00,CUSTOMER_231,VIP,Shrimp Aguachile,Seafood,4,13.89,6.46,15,47.23,21.39,Transfer,Downtown
49,2025-08-06,20:29:00,CUSTOMER_843,VIP,Chicken Tacos,Tacos,4,7.78,3.45,20,24.9,11.1,Card,Downtown
50,2024-01-28,11:05:00,CUSTOMER_571,VIP,Grilled Fish Fillet,Seafood,5,13.33,6.38,5,63.32,31.42,Transfer,Beach
51,2024-06-23,15:44:00,CUSTOMER_274,VIP,Iced Tea,Drinks,2,3.06,1.55,20,4.9,1.8,Card,Mall
52,2025-01-31,20:50:00,CUSTOMER_673,VIP,Grilled Chicken,Main Dishes,1,11.67,5.99,0,11.67,5.68,Cash,Beach
53,2024-07-23,19:43:00,CUSTOMER_100,VIP,Steak Tacos,Tacos,1,8.89,5.01,20,7.11,2.1,Cash,Mall
54,2024-05-23,11:36:00,CUSTOMER_990,New,Lemonade,Drinks,3,3.33,1.69,10,8.99,3.92,Card,Downtown
55,2024-11-14,12:34:00,CUSTOMER_396,New,Soda,Drinks,3,2.5,1.08,5,7.12,3.88,Cash,Beach
56,2025-05-16,17:03:00,CUSTOMER_280,Returning,Chicken Sandwich,Main Dishes,2,8.89,5.03,0,17.78,7.72,Card,Mall
57,2025-03-11,19:53:00,CUSTOMER_169,VIP,Hamburger,Main Dishes,5,9.44,6.21,15,40.12,9.07,Transfer,Downtown
58,2025-02-03,14:38:00,CUSTOMER_40,New,Grilled Fish Fillet,Seafood,4,13.33,9.31,5,50.65,13.41,Cash,Downtown
59,2024-07-12,17:31:00,CUSTOMER_855,Returning,Garlic Shrimp,Seafood,5,15.56,9.61,15,66.13,18.08,Card,Beach
60,2024-03-20,15:37:00,CUSTOMER_542,VIP,Shrimp Cocktail,Seafood,2,12.78,7.66,15,21.73,6.41,Card,Mall
61,2025-12-19,16:39:00,CUSTOMER_361,New,Orange Juice,Drinks,4,3.89,2.5,15,13.23,3.23,Transfer,Downtown
62,2025-01-09,21:28:00,CUSTOMER_295,Returning,Onion Rings,Appetizers,5,5.0,2.09,5,23.75,13.3,Cash,Downtown
63,2024-04-27,21:49:00,CUSTOMER_738,VIP,Ceviche,Seafood,4,12.22,5.53,10,43.99,21.87,Card,Mall
64,2024-12-17,20:11:00,CUSTOMER_221,Returning,Brownie,Desserts,1,5.0,2.93,0,5.0,2.07,Card,Downtown
65,2025-10-05,17:30:00,CUSTOMER_332,New,Grilled Fish Fillet,Seafood,1,13.33,8.49,5,12.66,4.17,Card,Mall
66,2025-05-12,22:09:00,CUSTOMER_409,Returning,Onion Rings,Appetizers,4,5.0,2.71,0,20.0,9.16,Card,Mall
67,2025-07-17,16:12:00,CUSTOMER_366,New,Soda,Drinks,4,2.5,1.07,0,10.0,5.72,Transfer,Downtown
68,2024-03-07,13:16:00,CUSTOMER_903,VIP,Shrimp Tacos,Tacos,2,10.0,4.58,20,16.0,6.84,Cash,Mall
69,2024-09-10,10:33:00,CUSTOMER_620,Returning,Iced Tea,Drinks,3,3.06,1.88,0,9.18,3.54,Transfer,Beach
70,2024-12-10,11:53:00,CUSTOMER_630,VIP,Mixed Tacos,Tacos,5,10.56,6.24,15,44.88,13.68,Cash,Mall
71,2024-06-19,12:10:00,CUSTOMER_44,Returning,Shrimp Tacos,Tacos,1,10.0,4.04,0,10.0,5.96,Transfer,Mall
72,2025-09-28,18:17:00,CUSTOMER_904,New,Steak Plate,Main Dishes,2,17.78,9.66,10,32.0,12.68,Card,Downtown
73,2024-09-25,11:19:00,CUSTOMER_92,New,Orange Juice,Drinks,1,3.89,2.43,5,3.7,1.27,Cash,Downtown
74,2025-06-08,14:01:00,CUSTOMER_561,Returning,Brownie,Desserts,4,5.0,2.04,20,16.0,7.84,Transfer,Downtown
75,2025-07-03,16:58:00,CUSTOMER_135,VIP,Shrimp Aguachile,Seafood,1,13.89,6.86,20,11.11,4.25,Card,Downtown
76,2024-01-07,18:52:00,CUSTOMER_12,New,Pasta Alfredo,Main Dishes,1,12.22,7.78,15,10.39,2.61,Cash,Beach
77,2025-03-19,20:03:00,CUSTOMER_434,New,Steak Tacos,Tacos,1,8.89,6.09,15,7.56,1.47,Cash,Downtown
78,2025-05-23,21:35:00,CUSTOMER_798,VIP,Cheese Fries,Appetizers,4,6.67,3.19,10,24.01,11.25,Cash,Downtown
79,2024-09-09,17:24:00,CUSTOMER_909,New,Shrimp Aguachile,Seafood,5,13.89,9.66,15,59.03,10.73,Card,Beach
80,2024-08-21,17:43:00,CUSTOMER_435,VIP,Coffee,Drinks,5,2.78,1.74,20,11.12,2.42,Cash,Mall
81,2024-03-15,20:36:00,CUSTOMER_10,New,Shrimp Tacos,Tacos,4,10.0,5.63,15,34.0,11.48,Cash,Mall
82,2025-07-18,17:29:00,CUSTOMER_36,New,Orange Juice,Drinks,5,3.89,1.62,10,17.5,9.4,Cash,Downtown
83,2025-03-01,22:47:00,CUSTOMER_827,New,Ceviche,Seafood,3,12.22,6.08,5,34.83,16.59,Transfer,Beach
84,2025-07-21,17:00:00,CUSTOMER_795,VIP,Fish Soup,Seafood,5,10.0,5.85,15,42.5,13.25,Card,Mall
85,2024-08-08,22:06:00,CUSTOMER_385,Returning,Cheese Fries,Appetizers,4,6.67,2.75,20,21.34,10.34,Transfer,Mall
86,2025-11-24,11:12:00,CUSTOMER_190,VIP,Garlic Shrimp,Seafood,2,15.56,7.75,10,28.01,12.51,Card,Mall
87,2024-05-16,22:53:00,CUSTOMER_292,VIP,Cheesecake,Desserts,1,6.11,3.57,0,6.11,2.54,Card,Beach
88,2024-11-20,15:33:00,CUSTOMER_760,New,Shrimp Aguachile,Seafood,2,13.89,7.77,10,25.0,9.46,Card,Beach
89,2025-03-28,12:44:00,CUSTOMER_602,Returning,Cheese Fries,Appetizers,5,6.67,2.74,15,28.35,14.65,Card,Mall
90,2025-10-11,21:17:00,CUSTOMER_397,New,Garlic Shrimp,Seafood,2,15.56,8.49,20,24.9,7.92,Transfer,Mall
91,2024-08-14,11:58:00,CUSTOMER_340,VIP,Orange Juice,Drinks,5,3.89,2.17,20,15.56,4.71,Cash,Downtown
92,2024-04-29,15:33:00,CUSTOMER_525,New,Fish Tacos,Tacos,2,8.33,5.38,10,14.99,4.23,Transfer,Beach
93,2024-03-18,10:37:00,CUSTOMER_729,VIP,Brownie,Desserts,4,5.0,2.72,0,20.0,9.12,Cash,Mall
94,2024-03-20,19:39:00,CUSTOMER_485,New,Pasta Alfredo,Main Dishes,5,12.22,7.08,0,61.1,25.7,Card,Downtown
95,2024-03-28,13:51:00,CUSTOMER_580,VIP,Shrimp Aguachile,Seafood,4,13.89,8.53,5,52.78,18.66,Card,Beach
96,2025-11-01,18:59:00,CUSTOMER_566,VIP,Shrimp Tacos,Tacos,3,10.0,6.46,0,30.0,10.62,Card,Beach
97,2024-05-21,20:01:00,CUSTOMER_684,Returning,Brownie,Desserts,3,5.0,2.05,10,13.5,7.35,Transfer,Downtown
98,2024-02-23,21:22:00,CUSTOMER_969,Returning,Hamburger,Main Dishes,4,9.44,5.28,15,32.1,10.98,Transfer,Mall
99,2024-06-01,22:54:00,CUSTOMER_319,Returning,Steak Tacos,Tacos,1,8.89,6.22,10,8.0,1.78,Cash,Downtown
100,2024-02-14,18:17:00,CUSTOMER_865,VIP,Mixed Tacos,Tacos,1,10.56,6.93,10,9.5,2.57,Transfer,Mall
101,2025-11-07,11:03:00,CUSTOMER_534,Returning,Shrimp Cocktail,Seafood,5,12.78,7.1,5,60.7,25.2,Card,Downtown
102,2025-02-03,13:32:00,CUSTOMER_368,VIP,Steak Plate,Main Dishes,4,17.78,12.14,20,56.9,8.34,Cash,Downtown
103,2025-12-27,20:40:00,CUSTOMER_933,VIP,Onion Rings,Appetizers,4,5.0,2.38,15,17.0,7.48,Cash,Beach
104,2024-03-05,22:03:00,CUSTOMER_276,Returning,Cheesecake,Desserts,1,6.11,3.38,20,4.89,1.51,Card,Mall
105,2025-05-16,21:51:00,CUSTOMER_250,Returning,Lemonade,Drinks,4,3.33,2.02,15,11.32,3.24,Card,Downtown
106,2024-10-24,16:49:00,CUSTOMER_809,New,Mixed Tacos,Tacos,4,10.56,5.03,5,40.13,20.01,Cash,Mall
107,2024-02-04,10:36:00,CUSTOMER_295,Returning,Ice Cream,Desserts,1,3.89,2.43,0,3.89,1.46,Card,Beach
108,2025-11-20,13:26:00,CUSTOMER_828,New,Nachos,Appetizers,5,7.22,3.58,20,28.88,10.98,Cash,Downtown
109,2024-11-07,19:00:00,CUSTOMER_693,VIP,Garlic Shrimp,Seafood,4,15.56,9.79,0,62.24,23.08,Card,Downtown
110,2025-08-28,22:59:00,CUSTOMER_135,Returning,Orange Juice,Drinks,1,3.89,1.98,20,3.11,1.13,Transfer,Beach
111,2025-12-01,15:50:00,CUSTOMER_924,Returning,Grilled Fish Fillet,Seafood,5,13.33,8.04,0,66.65,26.45,Cash,Beach
112,2024-02-21,10:27:00,CUSTOMER_913,New,Chicken Tacos,Tacos,5,7.78,4.05,10,35.01,14.76,Cash,Beach
113,2025-12-13,10:22:00,CUSTOMER_906,New,Flan,Desserts,2,4.44,2.94,5,8.44,2.56,Transfer,Beach
114,2024-12-07,21:57:00,CUSTOMER_573,New,Steak Tacos,Tacos,4,8.89,5.81,10,32.0,8.76,Transfer,Beach
115,2025-12-04,14:23:00,CUSTOMER_667,New,Chicken Tacos,Tacos,1,7.78,4.14,10,7.0,2.86,Card,Mall
116,2025-09-18,21:06:00,CUSTOMER_942,Returning,Cheese Fries,Appetizers,5,6.67,2.8,5,31.68,17.68,Cash,Mall
117,2025-07-02,17:44:00,CUSTOMER_670,VIP,Fish Tacos,Tacos,4,8.33,3.78,15,28.32,13.2,Card,Beach
118,2025-04-05,18:59:00,CUSTOMER_958,VIP,Grilled Fish Fillet,Seafood,2,13.33,5.33,15,22.66,12.0,Transfer,Beach
119,2025-05-15,15:42:00,CUSTOMER_17,Returning,Cheesecake,Desserts,4,6.11,3.83,0,24.44,9.12,Card,Downtown
120,2025-12-17,13:23:00,CUSTOMER_414,New,Cheese Fries,Appetizers,4,6.67,3.18,15,22.68,9.96,Cash,Beach
121,2025-06-03,19:28:00,CUSTOMER_36,Returning,Soda,Drinks,1,2.5,1.18,10,2.25,1.07,Cash,Downtown
122,2024-04-17,17:13:00,CUSTOMER_405,New,Coffee,Drinks,2,2.78,1.4,5,5.28,2.48,Card,Mall
123,2024-02-22,21:10:00,CUSTOMER_188,New,Mixed Tacos,Tacos,4,10.56,6.03,5,40.13,16.01,Transfer,Downtown
124,2025-03-10,20:28:00,CUSTOMER_444,Returning,Flan,Desserts,3,4.44,2.69,5,12.65,4.58,Cash,Mall
125,2025-03-12,20:43:00,CUSTOMER_883,New,Mixed Tacos,Tacos,5,10.56,7.31,20,42.24,5.69,Card,Downtown
126,2025-03-03,13:20:00,CUSTOMER_271,Returning,Shrimp Cocktail,Seafood,2,12.78,7.41,5,24.28,9.46,Card,Downtown
127,2024-02-20,19:16:00,CUSTOMER_674,VIP,Pasta Alfredo,Main Dishes,3,12.22,7.95,5,34.83,10.98,Cash,Mall
128,2024-03-31,18:10:00,CUSTOMER_498,New,Onion Rings,Appetizers,1,5.0,2.32,20,4.0,1.68,Card,Beach
129,2025-01-19,14:03:00,CUSTOMER_358,New,Ceviche,Seafood,3,12.22,6.18,15,31.16,12.62,Cash,Downtown
130,2025-05-04,10:43:00,CUSTOMER_282,Returning,Soda,Drinks,2,2.5,1.57,5,4.75,1.61,Cash,Mall
131,2024-07-26,10:06:00,CUSTOMER_433,Returning,Shrimp Aguachile,Seafood,3,13.89,9.67,0,41.67,12.66,Card,Downtown
132,2025-09-29,10:57:00,CUSTOMER_120,New,Flan,Desserts,3,4.44,2.65,5,12.65,4.7,Cash,Beach
133,2024-03-29,20:15:00,CUSTOMER_553,New,Ice Cream,Desserts,1,3.89,2.26,5,3.7,1.44,Transfer,Beach
134,2025-03-08,19:54:00,CUSTOMER_158,Returning,Coffee,Drinks,5,2.78,1.21,15,11.81,5.76,Cash,Mall
135,2025-05-12,15:44:00,CUSTOMER_446,Returning,Cheesecake,Desserts,4,6.11,3.98,0,24.44,8.52,Transfer,Beach
136,2024-05-18,13:16:00,CUSTOMER_391,VIP,Chicken Tacos,Tacos,5,7.78,3.47,15,33.06,15.71,Cash,Mall
137,2025-05-05,18:16:00,CUSTOMER_942,Returning,Nachos,Appetizers,5,7.22,4.21,10,32.49,11.44,Cash,Downtown
138,2025-06-05,16:57:00,CUSTOMER_943,New,Nachos,Appetizers,2,7.22,4.39,0,14.44,5.66,Cash,Downtown
139,2024-12-18,10:58:00,CUSTOMER_722,New,Coffee,Drinks,3,2.78,1.28,15,7.09,3.25,Cash,Beach
140,2024-10-28,22:16:00,CUSTOMER_702,Returning,Guacamole,Appetizers,5,5.56,2.29,15,23.63,12.18,Card,Mall
141,2025-07-29,21:08:00,CUSTOMER_787,Returning,Soda,Drinks,2,2.5,1.59,15,4.25,1.07,Card,Downtown
142,2025-07-26,13:08:00,CUSTOMER_308,New,Hamburger,Main Dishes,2,9.44,4.37,20,15.1,6.36,Card,Mall
143,2024-02-17,13:08:00,CUSTOMER_342,New,Onion Rings,Appetizers,1,5.0,2.82,15,4.25,1.43,Cash,Mall
144,2024-04-24,15:55:00,CUSTOMER_384,Returning,Shrimp Tacos,Tacos,5,10.0,6.89,15,42.5,8.05,Cash,Downtown
145,2025-02-23,17:49:00,CUSTOMER_431,VIP,Shrimp Tacos,Tacos,1,10.0,4.28,15,8.5,4.22,Transfer,Mall
146,2025-12-21,10:34:00,CUSTOMER_850,New,Guacamole,Appetizers,1,5.56,3.43,20,4.45,1.02,Transfer,Beach
147,2025-06-25,15:32:00,CUSTOMER_675,VIP,Shrimp Cocktail,Seafood,4,12.78,6.07,15,43.45,19.17,Transfer,Downtown
148,2025-01-26,21:14:00,CUSTOMER_205,Returning,Coffee,Drinks,5,2.78,1.27,0,13.9,7.55,Cash,Mall
149,2024-08-05,17:53:00,CUSTOMER_882,VIP,Fish Tacos,Tacos,2,8.33,5.71,10,14.99,3.57,Transfer,Beach
150,2024-08-25,17:26:00,CUSTOMER_173,VIP,Steak Plate,Main Dishes,4,17.78,9.97,15,60.45,20.57,Transfer,Mall
151,2024-01-07,18:52:00,CUSTOMER_132,New,Lemonade,Drinks,3,3.33,1.5,15,8.49,3.99,Cash,Downtown
152,2024-05-05,17:45:00,CUSTOMER_858,VIP,Flan,Desserts,3,4.44,3.11,20,10.66,1.33,Transfer,Downtown
153,2025-01-15,12:10:00,CUSTOMER_191,New,Orange Juice,Drinks,4,3.89,1.66,20,12.45,5.81,Card,Beach
154,2025-01-29,17:46:00,CUSTOMER_800,Returning,Chicken Sandwich,Main Dishes,2,8.89,4.16,5,16.89,8.57,Card,Beach
155,2024-11-08,15:25:00,CUSTOMER_589,VIP,Fish Soup,Seafood,3,10.0,5.3,20,24.0,8.1,Cash,Mall
156,2025-06-22,16:47:00,CUSTOMER_54,Returning,Cheesecake,Desserts,3,6.11,3.65,15,15.58,4.63,Transfer,Mall
157,2025-01-03,21:21:00,CUSTOMER_183,VIP,Chicken Sandwich,Main Dishes,1,8.89,4.86,10,8.0,3.14,Card,Downtown
158,2024-07-16,15:58:00,CUSTOMER_355,VIP,Hamburger,Main Dishes,4,9.44,4.31,15,32.1,14.86,Card,Mall
159,2024-01-09,14:58:00,CUSTOMER_590,New,Garlic Shrimp,Seafood,1,15.56,8.9,0,15.56,6.66,Card,Beach
160,2024-08-30,20:52:00,CUSTOMER_782,VIP,Iced Tea,Drinks,4,3.06,1.8,15,10.4,3.2,Cash,Downtown
161,2025-05-28,14:10:00,CUSTOMER_312,VIP,Ceviche,Seafood,1,12.22,7.13,20,9.78,2.65,Card,Mall
162,2024-08-18,10:28:00,CUSTOMER_627,Returning,Shrimp Tacos,Tacos,5,10.0,4.56,0,50.0,27.2,Card,Downtown
163,2024-07-10,10:16:00,CUSTOMER_894,Returning,Guacamole,Appetizers,1,5.56,3.55,0,5.56,2.01,Card,Downtown
164,2024-11-24,10:54:00,CUSTOMER_55,Returning,Brownie,Desserts,1,5.0,2.49,15,4.25,1.76,Cash,Downtown
165,2025-12-09,17:18:00,CUSTOMER_43,Returning,Fish Soup,Seafood,3,10.0,4.27,10,27.0,14.19,Card,Beach
166,2024-09-05,20:10:00,CUSTOMER_334,Returning,Soda,Drinks,4,2.5,1.0,0,10.0,6.0,Cash,Beach
167,2025-11-02,19:34:00,CUSTOMER_605,Returning,Steak Plate,Main Dishes,5,17.78,11.42,15,75.56,18.46,Cash,Downtown
168,2025-10-09,22:29:00,CUSTOMER_247,VIP,Lemonade,Drinks,3,3.33,1.43,20,7.99,3.7,Cash,Mall
169,2024-06-07,13:02:00,CUSTOMER_119,VIP,Steak Tacos,Tacos,4,8.89,3.97,20,28.45,12.57,Cash,Beach
170,2025-09-23,16:11:00,CUSTOMER_337,New,Cheese Fries,Appetizers,5,6.67,4.3,5,31.68,10.18,Cash,Beach
171,2024-11-16,14:35:00,CUSTOMER_138,Returning,Flan,Desserts,5,4.44,2.65,15,18.87,5.62,Card,Mall
172,2025-04-07,15:05:00,CUSTOMER_333,VIP,Cheesecake,Desserts,3,6.11,3.21,5,17.41,7.78,Transfer,Mall
173,2025-04-12,18:09:00,CUSTOMER_677,New,Soda,Drinks,2,2.5,1.09,15,4.25,2.07,Transfer,Downtown
174,2024-11-26,20:09:00,CUSTOMER_7,VIP,Chicken Tacos,Tacos,3,7.78,3.47,5,22.17,11.76,Transfer,Mall
175,2025-10-10,12:10:00,CUSTOMER_902,New,Steak Plate,Main Dishes,2,17.78,7.42,5,33.78,18.94,Transfer,Mall
176,2025-05-24,14:54:00,CUSTOMER_921,VIP,Chicken Tacos,Tacos,4,7.78,4.5,0,31.12,13.12,Cash,Mall
177,2025-06-13,14:23:00,CUSTOMER_330,VIP,Mixed Tacos,Tacos,5,10.56,6.57,15,44.88,12.03,Card,Downtown
178,2025-01-16,10:28:00,CUSTOMER_475,Returning,Mixed Tacos,Tacos,1,10.56,6.23,5,10.03,3.8,Card,Downtown
179,2025-01-01,12:34:00,CUSTOMER_744,New,Brownie,Desserts,3,5.0,2.73,15,12.75,4.56,Transfer,Mall
180,2024-09-21,12:04:00,CUSTOMER_236,Returning,Nachos,Appetizers,2,7.22,3.96,20,11.55,3.63,Transfer,Downtown
181,2024-02-16,13:05:00,CUSTOMER_968,Returning,Grilled Fish Fillet,Seafood,1,13.33,6.42,15,11.33,4.91,Cash,Mall
182,2024-03-26,21:32:00,CUSTOMER_670,Returning,Cheese Fries,Appetizers,3,6.67,4.55,15,17.01,3.36,Cash,Beach
183,2024-02-06,13:30:00,CUSTOMER_276,VIP,Mixed Tacos,Tacos,4,10.56,7.03,10,38.02,9.9,Cash,Downtown
184,2025-03-06,10:04:00,CUSTOMER_932,Returning,Orange Juice,Drinks,5,3.89,2.31,20,15.56,4.01,Transfer,Beach
185,2024-10-14,16:06:00,CUSTOMER_986,Returning,Steak Plate,Main Dishes,2,17.78,8.32,5,33.78,17.14,Cash,Mall
186,2024-04-17,15:11:00,CUSTOMER_814,VIP,Ice Cream,Desserts,1,3.89,2.69,0,3.89,1.2,Transfer,Beach
187,2025-11-14,16:11:00,CUSTOMER_314,Returning,Flan,Desserts,3,4.44,2.22,0,13.32,6.66,Cash,Downtown
188,2025-05-09,20:52:00,CUSTOMER_945,VIP,Shrimp Aguachile,Seafood,3,13.89,8.34,0,41.67,16.65,Transfer,Mall
189,2024-04-05,12:17:00,CUSTOMER_650,VIP,Garlic Shrimp,Seafood,3,15.56,7.88,5,44.35,20.71,Card,Mall
190,2024-02-11,20:14:00,CUSTOMER_948,New,Flan,Desserts,5,4.44,2.18,0,22.2,11.3,Transfer,Beach
191,2025-07-27,10:39:00,CUSTOMER_878,New,Cheesecake,Desserts,3,6.11,3.57,10,16.5,5.79,Cash,Beach
192,2025-01-09,21:03:00,CUSTOMER_75,VIP,Hamburger,Main Dishes,3,9.44,5.7,5,26.9,9.8,Card,Beach
193,2024-01-30,17:09:00,CUSTOMER_184,New,Cheese Fries,Appetizers,4,6.67,2.67,0,26.68,16.0,Cash,Downtown
194,2025-12-16,10:30:00,CUSTOMER_446,New,Nachos,Appetizers,1,7.22,3.66,15,6.14,2.48,Card,Beach
195,2024-11-05,10:02:00,CUSTOMER_844,VIP,Garlic Shrimp,Seafood,5,15.56,9.54,10,70.02,22.32,Cash,Mall
196,2025-04-24,21:51:00,CUSTOMER_842,Returning,Grilled Fish Fillet,Seafood,5,13.33,6.05,20,53.32,23.07,Card,Downtown
197,2024-09-05,18:50:00,CUSTOMER_361,Returning,Chicken Sandwich,Main Dishes,1,8.89,5.32,0,8.89,3.57,Cash,Downtown
198,2024-02-13,21:59:00,CUSTOMER_113,Returning,Chicken Sandwich,Main Dishes,4,8.89,5.52,20,28.45,6.37,Cash,Mall
